Pais,Nombre_cliente,Datos_pedido,Estado,Producto,Categoria,Marca,Costo,Ventas,Cantidad,Costo_Totales,Ventas_totales,Ganancias,Ganancias_Totales
China,Haridas Balraj,30/03/2020,Processing,12 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
China,Kundan Kumar,30/03/2020,Delivered,11 TB SSD,SSD,Samsung,10500.0,13650.0,4.0,42000.0,54600.0,3150.0,12600.0
Colombia,Atif Siddiqui,30/03/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Italia,Aditya Agarwal,30/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
China,Firdoush Jabee,30/03/2020,Processing,14 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,4.0,6720.0,8736.0,504.0,2016.0
Australia,Jay Prakash Kumar,30/03/2020,Delivered,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
Francia,Ashish Pandey,30/03/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,1.0,2680.0,3484.0,804.0,804.0
E.E.U.U,Ajay Sharma,30/03/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,2475.0,7425.0
China,Moinuddin Saifi,30/03/2020,Processing,18 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,1.0,2650.0,3445.0,795.0,795.0
Australia,Ramkrishna Das Adhikary,30/03/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,3.0,37650.0,48945.0,3765.0,11295.0
Japon,Ranjeet Mandal,30/03/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,2.0,29000.0,37700.0,4350.0,8700.0
Colombia,Ashwini Adsare,30/03/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,3.0,2400.0,3120.0,240.0,720.0
Mexico,Rajesh Variya,30/03/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
Brasil,Amit Singh,30/03/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
Colombia,Vinod Mehta,30/03/2020,Shipped,12 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
Brasil,Jignesh Mhatre,30/03/2020,Order,267 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,1350.0,4050.0
India,Rahul Kashyap,30/03/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Italia,Mohammed Abdul Kaleem,30/03/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,3750.0,11250.0
Italia,Chandrakant Kasbe,30/03/2020,Shipped,19 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,2.0,7000.0,9100.0,1050.0,2100.0
Reino Unido,Rohan Kale,30/03/2020,Order,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,3.0,13500.0,17550.0,1350.0,4050.0
Mexico,Aniruddha Kekapure,30/03/2020,Processing,14 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,630.0,1890.0
E.E.U.U,Aslam Raza,30/03/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Mexico,Roshan Zameer,30/03/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,105.0,315.0
Brasil,Rakesh Kumar Sharma,30/03/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,4.0,38000.0,49400.0,2850.0,11400.0
Alemania,Shivanand Sahani,30/03/2020,Processing,13 TB HDD,HDD,Western Digital,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
E.E.U.U,Kunal Patra,30/03/2020,Delivered,523 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
India,Bijendra,30/03/2020,Shipped,RYZEN 3rd gen. 3511,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Colombia,Kranti Bheke,30/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
Colombia,Jagdeep,30/03/2020,Processing,27 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
India,Adhir Samal,30/03/2020,Delivered,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,1.0,7650.0,9945.0,2295.0,2295.0
India,Dannana Jhammi,30/03/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
Australia,Vipin Kumar,30/03/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,255.0,1020.0
Reino Unido,Ranjeet Kumar,30/03/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
Reino Unido,Sajal Singhal,30/03/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,2250.0,4500.0
China,Akhilesh Kumar,30/03/2020,Shipped,13 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
India,Suvankar Chakraborty,30/03/2020,Order,12 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
Colombia,Suvankar Adhikary,30/03/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Colombia,Rahul Kumar Prajapati,30/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
E.E.U.U,Sagar Jeur,30/03/2020,Shipped,15 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,504.0,504.0
China,Rhushikesh Mane,30/03/2020,Order,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
Francia,Ashish Kumar,30/03/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,1.0,2680.0,3484.0,804.0,804.0
Australia,Javed Akhter,30/03/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,2475.0,9900.0
Italia,Haridas Balraj,30/03/2020,Shipped,19 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,795.0,2385.0
Colombia,Kundan Kumar,30/03/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,1.0,12550.0,16315.0,3765.0,3765.0
Australia,Atif Siddiqui,30/03/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,4350.0,4350.0
Italia,Aditya Agarwal,30/03/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
Japon,Firdoush Jabee,30/03/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,1.0,600.0,780.0,180.0,180.0
Japon,Jay Prakash Kumar,30/03/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
Reino Unido,Ashish Pandey,30/03/2020,Processing,13 TB HDD,HDD,Western Digital,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
Alemania,Ajay Sharma,30/03/2020,Delivered,268 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
Italia,Moinuddin Saifi,30/03/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Brasil,Ramkrishna Das Adhikary,30/03/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,4.0,50000.0,65000.0,3750.0,15000.0
Mexico,Ranjeet Mandal,30/03/2020,Processing,20 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,3.0,10500.0,13650.0,1050.0,3150.0
Australia,Ashwini Adsare,30/03/2020,Delivered,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Japon,Rajesh Variya,30/03/2020,Shipped,15 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,1.0,2100.0,2730.0,630.0,630.0
Mexico,Amit Singh,30/03/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
India,Vinod Mehta,30/03/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,105.0,105.0
Japon,Jignesh Mhatre,30/03/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
Colombia,Rahul Kashyap,30/03/2020,Shipped,14 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Colombia,Mohammed Abdul Kaleem,30/03/2020,Order,524 GB M.2,SSD,Samsung,6500.0,8450.0,1.0,6500.0,8450.0,1950.0,1950.0
Italia,Chandrakant Kasbe,30/03/2020,Processing,RYZEN 3rd gen. 3512,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
India,Rohan Kale,30/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
E.E.U.U,Aniruddha Kekapure,30/03/2020,Shipped,28 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
Australia,Aslam Raza,30/03/2020,Order,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
E.E.U.U,Roshan Zameer,30/03/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Brasil,Rakesh Kumar Sharma,30/03/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
Colombia,Shivanand Sahani,30/03/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
India,Kunal Patra,30/03/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,2250.0,2250.0
Alemania,Bijendra,30/03/2020,Processing,14 TB HDD,HDD,Seagate,10000.0,13000.0,4.0,40000.0,52000.0,3000.0,12000.0
Colombia,Kranti Bheke,30/03/2020,Delivered,13 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Francia,Jagdeep,30/03/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Japon,Adhir Samal,30/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Reino Unido,Dannana Jhammi,30/03/2020,Processing,16 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,1.0,1680.0,2184.0,504.0,504.0
Mexico,Vipin Kumar,30/03/2020,Delivered,Micro ATX motherboard,Motherboard,MSI,6540.0,8502.0,4.0,26160.0,34008.0,1962.0,7848.0
Italia,Ranjeet Kumar,30/03/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,4.0,10720.0,13936.0,804.0,3216.0
Colombia,Sajal Singhal,30/03/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,2.0,16500.0,21450.0,2475.0,4950.0
India,Akhilesh Kumar,30/03/2020,Processing,20 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,795.0,2385.0
Francia,Suvankar Chakraborty,30/03/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,3765.0,15060.0
Reino Unido,Suvankar Adhikary,30/03/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,3.0,43500.0,56550.0,4350.0,13050.0
Italia,Rahul Kumar Prajapati,30/03/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,1.0,800.0,1040.0,240.0,240.0
Alemania,Sagar Jeur,30/03/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,4.0,2400.0,3120.0,180.0,720.0
India,Rhushikesh Mane,30/03/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,2.0,21000.0,27300.0,3150.0,6300.0
Australia,Ashish Kumar,30/03/2020,Shipped,14 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Reino Unido,Javed Akhter,30/03/2020,Order,269 GB SSD,SSD,Samsung,4500.0,5850.0,1.0,4500.0,5850.0,1350.0,1350.0
Japon,Haridas Balraj,30/03/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
Francia,Kundan Kumar,30/03/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,2.0,25000.0,32500.0,3750.0,7500.0
Brasil,Atif Siddiqui,30/03/2020,Shipped,21 GB DDR4 RAM,Computer Case,Hynix,3500.0,4550.0,4.0,14000.0,18200.0,1050.0,4200.0
Japon,Aditya Agarwal,30/03/2020,Order,BTX motherboard,Mouse,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Francia,Firdoush Jabee,30/03/2020,Processing,16 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,630.0,1890.0
E.E.U.U,Jay Prakash Kumar,30/03/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
Reino Unido,Ashish Pandey,30/03/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,1.0,350.0,455.0,105.0,105.0
Reino Unido,Ajay Sharma,30/03/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,3.0,28500.0,37050.0,2850.0,8550.0
Italia,Moinuddin Saifi,30/03/2020,Processing,15 TB HDD,HDD,Western Digital,10000.0,13000.0,4.0,40000.0,52000.0,3000.0,12000.0
Colombia,Ramkrishna Das Adhikary,30/03/2020,Delivered,525 GB M.2,SSD,Samsung,6500.0,8450.0,4.0,26000.0,33800.0,1950.0,7800.0
Francia,Ranjeet Mandal,30/03/2020,Shipped,RYZEN 3rd gen. 3513,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
Mexico,Ashwini Adsare,30/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
China,Rajesh Variya,30/03/2020,Processing,29 GB DDR4 RAM,Computer Case,Hynix,6550.0,8515.0,4.0,26200.0,34060.0,1965.0,7860.0
Australia,Amit Singh,30/03/2020,Delivered,Standard ATX motherboard,Mouse,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
India,Vinod Mehta,30/03/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
E.E.U.U,Jignesh Mhatre,30/03/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,2.0,1700.0,2210.0,255.0,510.0
Italia,Rahul Kashyap,30/03/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,195.0,195.0
Colombia,Mohammed Abdul Kaleem,30/03/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,1.0,7500.0,9750.0,2250.0,2250.0
India,Chandrakant Kasbe,30/03/2020,Shipped,15 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Japon,Rohan Kale,30/03/2020,Order,14 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
E.E.U.U,Aniruddha Kekapure,30/03/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,3.0,25500.0,33150.0,2550.0,7650.0
India,Aslam Raza,30/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,4.0,28000.0,36400.0,2100.0,8400.0
Australia,Roshan Zameer,30/03/2020,Shipped,17 GB DDR4 Ram,Computer Case,Hynix,1680.0,2184.0,3.0,5040.0,6552.0,504.0,1512.0
Brasil,Rakesh Kumar Sharma,30/03/2020,Order,Micro ATX motherboard,Mouse,MSI,6540.0,8502.0,1.0,6540.0,8502.0,1962.0,1962.0
Reino Unido,Shivanand Sahani,30/03/2020,Processing,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,804.0,1608.0
India,Kunal Patra,30/03/2020,Delivered,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,3.0,24750.0,32175.0,2475.0,7425.0
Australia,Bijendra,30/03/2020,Shipped,21 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,3.0,7950.0,10335.0,795.0,2385.0
Colombia,Kranti Bheke,30/03/2020,Order,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,4.0,50200.0,65260.0,3765.0,15060.0
E.E.U.U,Jagdeep,30/03/2020,Processing,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,4.0,58000.0,75400.0,4350.0,17400.0
E.E.U.U,Adhir Samal,30/03/2020,Delivered,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,240.0,480.0
Italia,Dannana Jhammi,30/03/2020,Shipped,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
Italia,Vipin Kumar,30/03/2020,Order,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Mexico,Ranjeet Kumar,30/03/2020,Processing,15 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
India,Sajal Singhal,30/03/2020,Delivered,270 GB SSD,SSD,Samsung,4500.0,5850.0,3.0,13500.0,17550.0,1350.0,4050.0
Australia,Akhilesh Kumar,30/03/2020,Shipped,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Brasil,Suvankar Chakraborty,30/03/2020,Order,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,1.0,12500.0,16250.0,3750.0,3750.0
Alemania,Suvankar Adhikary,30/03/2020,Processing,22 GB DDR4 RAM,NIC,Hynix,3500.0,4550.0,4.0,14000.0,18200.0,1050.0,4200.0
Brasil,Rahul Kumar Prajapati,30/03/2020,Delivered,BTX motherboard,Printer,Gigabyte,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
Colombia,Sagar Jeur,30/03/2020,Shipped,17 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,3.0,6300.0,8190.0,630.0,1890.0
Reino Unido,Rhushikesh Mane,30/03/2020,Order,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,2.0,2300.0,2990.0,345.0,690.0
Mexico,Ashish Kumar,30/03/2020,Processing,USB Mouse,Mouse,Samsung,350.0,455.0,3.0,1050.0,1365.0,105.0,315.0
Colombia,Javed Akhter,30/03/2020,Delivered,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
Alemania,Haridas Balraj,30/03/2020,Shipped,16 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Australia,Kundan Kumar,30/03/2020,Order,526 GB M.2,SSD,Samsung,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
India,Atif Siddiqui,30/03/2020,Processing,RYZEN 3rd gen. 3514,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
Francia,Aditya Agarwal,31/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,1.0,7000.0,9100.0,2100.0,2100.0
Francia,Firdoush Jabee,31/03/2020,Shipped,30 GB DDR4 RAM,NIC,Hynix,6550.0,8515.0,4.0,26200.0,34060.0,1965.0,7860.0
E.E.U.U,Jay Prakash Kumar,31/03/2020,Order,Standard ATX motherboard,Printer,Gigabyte,7650.0,9945.0,3.0,22950.0,29835.0,2295.0,6885.0
Francia,Ashish Pandey,31/03/2020,Processing,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
China,Ajay Sharma,31/03/2020,Delivered,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,4.0,3400.0,4420.0,255.0,1020.0
E.E.U.U,Moinuddin Saifi,31/03/2020,Shipped,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,4.0,2600.0,3380.0,195.0,780.0
Colombia,Ramkrishna Das Adhikary,31/03/2020,Order,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,2250.0,4500.0
E.E.U.U,Ranjeet Mandal,31/03/2020,Processing,16 TB HDD,HDD,Seagate,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Japon,Ashwini Adsare,31/03/2020,Delivered,15 TB SSD,SSD,Samsung,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
Australia,Rajesh Variya,31/03/2020,Shipped,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,4.0,34000.0,44200.0,2550.0,10200.0
China,Amit Singh,31/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
E.E.U.U,Vinod Mehta,31/03/2020,Processing,18 GB DDR4 Ram,NIC,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
E.E.U.U,Jignesh Mhatre,31/03/2020,Delivered,Micro ATX motherboard,Printer,MSI,6540.0,8502.0,3.0,19620.0,25506.0,1962.0,5886.0
India,Rahul Kashyap,31/03/2020,Shipped,Gaming Box Cabinet,Cabinet,Asus,2680.0,3484.0,2.0,5360.0,6968.0,804.0,1608.0
Brasil,Mohammed Abdul Kaleem,31/03/2020,Order,"17"" LCD Display",Monitor,Samsung,8250.0,10725.0,4.0,33000.0,42900.0,2475.0,9900.0
Alemania,Chandrakant Kasbe,31/03/2020,Processing,22 GB DDR4 RAM,RAM,Samsung,2650.0,3445.0,4.0,10600.0,13780.0,795.0,3180.0
Mexico,Rohan Kale,31/03/2020,Delivered,"26"" LCD Display",Monitor,Acer,12550.0,16315.0,2.0,25100.0,32630.0,3765.0,7530.0
Alemania,Aniruddha Kekapure,31/03/2020,Shipped,I7 - intel 12th Generation,CPU,Intel,14500.0,18850.0,1.0,14500.0,18850.0,4350.0,4350.0
Italia,Aslam Raza,31/03/2020,Order,USB Keyboard,Keyboard,Dell,800.0,1040.0,2.0,1600.0,2080.0,240.0,480.0
Francia,Roshan Zameer,31/03/2020,Processing,Wireless Mouse,Mouse,Samsung,600.0,780.0,3.0,1800.0,2340.0,180.0,540.0
Brasil,Rakesh Kumar Sharma,31/03/2020,Delivered,"21"" LCD Display",Monitor,Dell,10500.0,13650.0,1.0,10500.0,13650.0,3150.0,3150.0
Brasil,Shivanand Sahani,31/03/2020,Shipped,16 TB HDD,HDD,Western Digital,6500.0,8450.0,2.0,13000.0,16900.0,1950.0,3900.0
Italia,Kunal Patra,31/03/2020,Order,271 GB SSD,SSD,Samsung,4500.0,5850.0,4.0,18000.0,23400.0,1350.0,5400.0
Colombia,Bijendra,31/03/2020,Processing,Intel i3 11th gen.,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
E.E.U.U,Kranti Bheke,31/03/2020,Delivered,4GB Graphic card,Graphic Card,Nvidia,12500.0,16250.0,3.0,37500.0,48750.0,3750.0,11250.0
China,Jagdeep,31/03/2020,Shipped,23 GB DDR4 RAM,RAM,Hynix,3500.0,4550.0,1.0,3500.0,4550.0,1050.0,1050.0
Mexico,Adhir Samal,31/03/2020,Order,BTX motherboard,Motherboard,Gigabyte,4500.0,5850.0,2.0,9000.0,11700.0,1350.0,2700.0
Francia,Dannana Jhammi,31/03/2020,Processing,18 Fans Cabinet,Cabinet,Asus,2100.0,2730.0,4.0,8400.0,10920.0,630.0,2520.0
Australia,Vipin Kumar,31/03/2020,Delivered,Wireless Keyboard,Keyboard,Dell,1150.0,1495.0,3.0,3450.0,4485.0,345.0,1035.0
E.E.U.U,Ranjeet Kumar,31/03/2020,Shipped,USB Mouse,Mouse,Samsung,350.0,455.0,4.0,1400.0,1820.0,105.0,420.0
Australia,Sajal Singhal,31/03/2020,Order,"19"" LED Display",Monitor,Dell,9500.0,12350.0,1.0,9500.0,12350.0,2850.0,2850.0
China,Akhilesh Kumar,31/03/2020,Processing,17 TB HDD,HDD,Western Digital,10000.0,13000.0,2.0,20000.0,26000.0,3000.0,6000.0
Francia,Suvankar Chakraborty,31/03/2020,Delivered,527 GB M.2,SSD,Samsung,6500.0,8450.0,3.0,19500.0,25350.0,1950.0,5850.0
Japon,Suvankar Adhikary,31/03/2020,Shipped,RYZEN 3rd gen. 3515,CPU,Intel,8500.0,11050.0,1.0,8500.0,11050.0,2550.0,2550.0
Francia,Rahul Kumar Prajapati,31/03/2020,Order,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,3.0,21000.0,27300.0,2100.0,6300.0
Francia,Sagar Jeur,31/03/2020,Processing,31 GB DDR4 RAM,RAM,Hynix,6550.0,8515.0,3.0,19650.0,25545.0,1965.0,5895.0
Italia,Rhushikesh Mane,31/03/2020,Delivered,Standard ATX motherboard,Motherboard,Gigabyte,7650.0,9945.0,4.0,30600.0,39780.0,2295.0,9180.0
Colombia,Ashish Kumar,31/03/2020,Shipped,Compact with 1 Fan,Cabinet,Asus,1150.0,1495.0,4.0,4600.0,5980.0,345.0,1380.0
Italia,Javed Akhter,31/03/2020,Order,USB Backlight Keyboard,Keyboard,Dell,850.0,1105.0,3.0,2550.0,3315.0,255.0,765.0
Brasil,Haridas Balraj,31/03/2020,Processing,Ergonomic Mouse,Mouse,Samsung,650.0,845.0,1.0,650.0,845.0,195.0,195.0
E.E.U.U,Kundan Kumar,31/03/2020,Delivered,"15"" LCD Dsipaly",Monitor,Dell,7500.0,9750.0,2.0,15000.0,19500.0,2250.0,4500.0
China,Atif Siddiqui,31/03/2020,Shipped,17 TB HDD,HDD,Seagate,10000.0,13000.0,1.0,10000.0,13000.0,3000.0,3000.0
E.E.U.U,Aditya Agarwal,31/03/2020,Order,16 TB SSD,SSD,Samsung,10500.0,13650.0,3.0,31500.0,40950.0,3150.0,9450.0
Brasil,Firdoush Jabee,31/03/2020,Processing,Intel i5 12th gen.,CPU,Intel,8500.0,11050.0,2.0,17000.0,22100.0,2550.0,5100.0
India,Jay Prakash Kumar,31/03/2020,Delivered,2GB Graphic Card,Graphic Card,Nvidia,7000.0,9100.0,2.0,14000.0,18200.0,2100.0,4200.0
Reino Unido,Ashish Pandey,31/03/2020,Shipped,19 GB DDR4 Ram,RAM,Hynix,1680.0,2184.0,2.0,3360.0,4368.0,504.0,1008.0
